"race","yt_district","candidate","length","uid","uid_ext"
"hou2012","VA02","Rigell",55.703333,"MLeKf-GQ9Lw","VA02_Rigell/MLeKf-GQ9Lw"
"hou2012","VA02","Rigell",33.715,"nhLGHgFq8TI","VA02_Rigell/nhLGHgFq8TI"
"hou2012","VA02","Rigell",58.141667,"np0pemHsScA","VA02_Rigell/np0pemHsScA"
"hou2012","VA02","Rigell",60.765,"R0sT8FP7Evg","VA02_Rigell/R0sT8FP7Evg"
"hou2012","VA02","Rigell",63.599456,"UAt83y4NhxY","VA02_Rigell/UAt83y4NhxY"
"hou2012","VA02","Rigell",60.765,"vIRkhpWsmYg","VA02_Rigell/vIRkhpWsmYg"
"hou2012","VA04","Forbes",31.555,"HJhqnLxeJsc","VA04_Forbes/HJhqnLxeJsc"
"hou2012","VA05","Hurt",30.255,"1WHVpTm5k1o","VA05_Hurt/1WHVpTm5k1o"
"hou2012","VA05","Hurt",30.069833,"5EplQcpi0gA","VA05_Hurt/5EplQcpi0gA"
"hou2012","VA05","Hurt",26.33,"iNk5P3Zj7F0","VA05_Hurt/iNk5P3Zj7F0"
"hou2012","VA05","Hurt",31.045,"MErmf4fHXZE","VA05_Hurt/MErmf4fHXZE"
"hou2012","VA05","Hurt",30.208333,"mucydDFCb4o","VA05_Hurt/mucydDFCb4o"
"hou2012","VA05","Hurt",16.3,"Y-bScqr3lnc","VA05_Hurt/Y-bScqr3lnc"
"hou2012","VA06","Goodlatte",62.228333,"6b8aTwYPXoc","VA06_Goodlatte/6b8aTwYPXoc"
"hou2012","VA06","Goodlatte",57.468333,"grsOqm8DdAs","VA06_Goodlatte/grsOqm8DdAs"
"hou2012","VA06","Goodlatte",58.165,"kEn-QY_STe8","VA06_Goodlatte/kEn-QY_STe8"
"hou2012","VA07","Cantor",64.365,"0f6iuzrVrT8","VA07_Cantor/0f6iuzrVrT8"
"hou2012","VA07","Cantor",59.303333,"0MrXA5fvEPo","VA07_Cantor/0MrXA5fvEPo"
"hou2012","VA07","Cantor",58.3053,"3SazAS_tpzA","VA07_Cantor/3SazAS_tpzA"
"hou2012","VA07","Cantor",61.44,"4TQmzW3gKHE","VA07_Cantor/4TQmzW3gKHE"
"hou2012","VA07","Cantor",57.33,"cUdwc4Tsib8","VA07_Cantor/cUdwc4Tsib8"
"hou2012","VA07","Cantor",59.07,"d2ivo2ml4CQ","VA07_Cantor/d2ivo2ml4CQ"
"hou2012","VA07","Cantor",17.506667,"Lp-4IUlSc3o","VA07_Cantor/Lp-4IUlSc3o"
"hou2012","VA07","Cantor",32.46,"NP0G5hIrNaY","VA07_Cantor/NP0G5hIrNaY"
"hou2012","VA07","Cantor",58.373333,"vwFjxu3c8nU","VA07_Cantor/vwFjxu3c8nU"
"hou2012","VA07","Cantor",56.4,"wNotueRldEk","VA07_Cantor/wNotueRldEk"
"hou2012","VA07","Cantor",16.136667,"x1OnkgaqsXo","VA07_Cantor/x1OnkgaqsXo"
"hou2012","VA07","Cantor",28.838333,"xPnFbjJpymA","VA07_Cantor/xPnFbjJpymA"
"hou2012","VA07","Cantor",58.351667,"ZnhDYPF7Afs","VA07_Cantor/ZnhDYPF7Afs"
"hou2012","VA07","Powell",30.881667,"bEGCrPDlrm4","VA07_Powell/bEGCrPDlrm4"
"hou2012","VA07","Powell",60.091667,"C-po3nyKw_A","VA07_Powell/C-po3nyKw_A"
"hou2012","VA07","Powell",61.113333,"m5BA3aXxq2Q","VA07_Powell/m5BA3aXxq2Q"
"hou2012","VA07","Powell",30.51,"O6e-skMxul0","VA07_Powell/O6e-skMxul0"
"hou2012","VA07","Powell",31.3,"rviJr3aRpNg","VA07_Powell/rviJr3aRpNg"
"hou2012","VA07","Powell",31.485,"XVAddLcY3ow","VA07_Powell/XVAddLcY3ow"
"hou2012","VA09","Flaccavento",30.138333,"FTHw0RbcaXU","VA09_Flaccavento/FTHw0RbcaXU"
"hou2012","VA09","Flaccavento",30.115,"KsqsJ88UPB4","VA09_Flaccavento/KsqsJ88UPB4"
"hou2012","VA09","Flaccavento",30.208333,"TLVd0abIcaM","VA09_Flaccavento/TLVd0abIcaM"
"hou2012","VA09","Griffith",30.045,"ah59qTpAcTk","VA09_Griffith/ah59qTpAcTk"
"hou2012","WA01","DelBene",31.066667,"_Tjl3xCu4-A","WA01_DelBene/_Tjl3xCu4-A"
"hou2012","WA01","DelBene",31.114733,"2StoaXE07TE","WA01_DelBene/2StoaXE07TE"
"hou2012","WA01","DelBene",31.066667,"gW4es9KUuGM","WA01_DelBene/gW4es9KUuGM"
"hou2012","WA01","DelBene",31.045078,"oHd8XeasDUg","WA01_DelBene/oHd8XeasDUg"
"hou2012","WA01","DelBene",31.066667,"Yif48l00X64","WA01_DelBene/Yif48l00X64"
"hou2012","WA03","Beutler",31.045,"b_mxW0gKPMY","WA03_Beutler/b_mxW0gKPMY"
"hou2012","WA03","Beutler",30,"i_jJXcJrL9g","WA03_Beutler/i_jJXcJrL9g"
"hou2012","WA03","Beutler",31.113333,"ukbR46IUAIY","WA03_Beutler/ukbR46IUAIY"
"hou2012","WA05","Rodgers",32.135,"0wewW6EdsVw","WA05_Rodgers/0wewW6EdsVw"
"hou2012","WA05","Rodgers",30.788333,"63LM7-ba6h0","WA05_Rodgers/63LM7-ba6h0"
"hou2012","WA05","Rodgers",60.463333,"AWefXwXh3qQ","WA05_Rodgers/AWefXwXh3qQ"
"hou2012","WA05","Rodgers",31.3,"Kk0VVI8Z8QA","WA05_Rodgers/Kk0VVI8Z8QA"
"hou2012","WA05","Rodgers",31.253333,"l8HIa9tmjFg","WA05_Rodgers/l8HIa9tmjFg"
"hou2012","WA08","Reichert",30.416667,"0kUE2LL3L_0","WA08_Reichert/0kUE2LL3L_0"
"hou2012","WA08","Reichert",62.808333,"JDOFzQ2Gnj0","WA08_Reichert/JDOFzQ2Gnj0"
"hou2012","WA08","Reichert",60.161667,"qWNlxiGkbZg","WA08_Reichert/qWNlxiGkbZg"
"hou2012","WA10","Heck",31.113333,"8lQEoEVT9qY","WA10_Heck/8lQEoEVT9qY"
"hou2012","WA10","Heck",30.580678,"pYvYRgx_65g","WA10_Heck/pYvYRgx_65g"
"hou2012","WI01","Ryan",30.138333,"0-UFfmAhusE","WI01_Ryan/0-UFfmAhusE"
"hou2012","WI01","Ryan",30.998333,"1J9KyqdcEIc","WI01_Ryan/1J9KyqdcEIc"
"hou2012","WI01","Ryan",30.161667,"1niuXXPILuI","WI01_Ryan/1niuXXPILuI"
"hou2012","WI01","Ryan",26.516667,"60kFcPPr6Y4","WI01_Ryan/60kFcPPr6Y4"
"hou2012","WI01","Ryan",30.115,"FkSDIlv3YcA","WI01_Ryan/FkSDIlv3YcA"
"hou2012","WI01","Ryan",30.138333,"h56PTRJ_McU","WI01_Ryan/h56PTRJ_McU"
"hou2012","WI01","Ryan",30.138333,"Heynm6KpvJo","WI01_Ryan/Heynm6KpvJo"
"hou2012","WI01","Ryan",30.161667,"ikOUNSvaVI0","WI01_Ryan/ikOUNSvaVI0"
"hou2012","WI01","Ryan",60.046667,"V5Zgl3IcxEs","WI01_Ryan/V5Zgl3IcxEs"
"hou2012","WI01","Ryan",30.138333,"vqioKjdS8z0","WI01_Ryan/vqioKjdS8z0"
"hou2012","WI01","Ryan",59.233333,"wellblsYh8Q","WI01_Ryan/wellblsYh8Q"
"hou2012","WI01","Ryan",30.115,"WS-M7uYQwwo","WI01_Ryan/WS-M7uYQwwo"
"hou2012","WI08","Ribble",30.161667,"-Mh8eu77F70","WI08_Ribble/-Mh8eu77F70"
"hou2012","WI08","Ribble",30.115,"5ALHyl5OEv0","WI08_Ribble/5ALHyl5OEv0"
"hou2012","WI08","Ribble",30.161667,"5F8xd-V6ez0","WI08_Ribble/5F8xd-V6ez0"
"hou2012","WI08","Ribble",30.138333,"5vpGkwiBGqc","WI08_Ribble/5vpGkwiBGqc"
"hou2012","WI08","Ribble",30.161667,"HxullQ0MrZM","WI08_Ribble/HxullQ0MrZM"
"hou2012","WI08","Ribble",30.138333,"IgB0rc0uW38","WI08_Ribble/IgB0rc0uW38"
"hou2012","WI08","Ribble",30,"w7HaVkyv6KU","WI08_Ribble/w7HaVkyv6KU"
"hou2012","WI08","Wall",30.138333,"_h7un69zax8","WI08_Wall/_h7un69zax8"
"hou2012","WI08","Wall",32.53,"B73ckCSO2oM","WI08_Wall/B73ckCSO2oM"
"hou2012","WI08","Wall",30.278333,"q3Sjbcd4teM","WI08_Wall/q3Sjbcd4teM"
"hou2012","WI08","Wall",30.185,"yhnygIAO9Ts","WI08_Wall/yhnygIAO9Ts"
"hou2012","WV03","Rahall",30.161667,"-Fom9f70o40","WV03_Rahall/-Fom9f70o40"
"hou2012","WV03","Rahall",30.161667,"3E3QX3tWY2A","WV03_Rahall/3E3QX3tWY2A"
"hou2012","WV03","Rahall",30.091667,"GkKcei5P3rI","WV03_Rahall/GkKcei5P3rI"
"hou2012","WV03","Rahall",30.091667,"MJH0eTlnM9M","WV03_Rahall/MJH0eTlnM9M"
"hou2012","WV03","Rahall",30.091667,"MQiUg-Mzb-4","WV03_Rahall/MQiUg-Mzb-4"
"hou2012","WV03","Rahall",30.161667,"uXKxxq85SJk","WV03_Rahall/uXKxxq85SJk"
"hou2012","WV03","Snuffer",34.11,"Vj6paT2QrQs","WV03_Snuffer/Vj6paT2QrQs"
"hou2012","WV03","Snuffer",34.086667,"vSnnp5N8htU","WV03_Snuffer/vSnnp5N8htU"
"hou2014","AK01","Young",30.325256,"cKBf5IeKMNQ","AK01_Young/cKBf5IeKMNQ"
"hou2014","AK01","Young",30.371667,"dKNl1amq6u0","AK01_Young/dKNl1amq6u0"
"hou2014","AK01","Young",30.161667,"GUl-RopUyHQ","AK01_Young/GUl-RopUyHQ"
"hou2014","AK01","Young",30.161667,"lHZZERCg6OA","AK01_Young/lHZZERCg6OA"
"hou2014","AK01","Young",57.306667,"W8nE9J_aQKE","AK01_Young/W8nE9J_aQKE"
"hou2014","AL01","Byrne",59.906667,"jWvncKMZNI4","AL01_Byrne/jWvncKMZNI4"
"hou2014","AL01","Byrne",61.045,"pQluFyXY0GU","AL01_Byrne/pQluFyXY0GU"
"hou2014","AL06","Palmer",30.045,"4-LsMnatcco","AL06_Palmer/4-LsMnatcco"
"hou2014","AL06","Palmer",34.341667,"4cwkE4XUswY","AL06_Palmer/4cwkE4XUswY"
"hou2014","AL06","Palmer",31.346667,"8Mc2iqLLPkk","AL06_Palmer/8Mc2iqLLPkk"
"hou2014","AL06","Palmer",32.345,"F1kD7eZdLCY","AL06_Palmer/F1kD7eZdLCY"
"hou2014","AL06","Palmer",29.116667,"GR-Ki9y7-5w","AL06_Palmer/GR-Ki9y7-5w"
"hou2014","AL06","Palmer",56.028333,"HJtPTO-1hjM","AL06_Palmer/HJtPTO-1hjM"
"hou2014","AL06","Palmer",60.138333,"I_c-jakNMD8","AL06_Palmer/I_c-jakNMD8"
"hou2014","AL06","Palmer",30.068333,"itfnycY8b3A","AL06_Palmer/itfnycY8b3A"
"hou2014","AL06","Palmer",26.191667,"JKO7uDOZS18","AL06_Palmer/JKO7uDOZS18"
"hou2014","AL06","Palmer",30,"MzGj2GQaghk","AL06_Palmer/MzGj2GQaghk"
"hou2014","AL06","Palmer",27.073333,"N8sz6Bn-mGQ","AL06_Palmer/N8sz6Bn-mGQ"
"hou2014","AL06","Palmer",57.026667,"Pb-0Md5AHqk","AL06_Palmer/Pb-0Md5AHqk"
"hou2014","AL06","Palmer",31.045,"s1rOwSngzko","AL06_Palmer/s1rOwSngzko"
"hou2014","AL06","Palmer",30.068333,"sDGPtFzfEF0","AL06_Palmer/sDGPtFzfEF0"
"hou2014","AL06","Palmer",30.045,"Sv6lGsFuoo8","AL06_Palmer/Sv6lGsFuoo8"
"hou2014","AL06","Palmer",31.136667,"wV21dQg8EP8","AL06_Palmer/wV21dQg8EP8"
"hou2014","AL06","Palmer",15.556667,"zBgwRjLOQoI","AL06_Palmer/zBgwRjLOQoI"
"hou2014","AL06","Palmer",30.045,"zmGQv2sA8F0","AL06_Palmer/zmGQv2sA8F0"
"hou2014","AR01","McPherson",62.066667,"F0FIvjIyiYI","AR01_McPherson/F0FIvjIyiYI"
"hou2014","AR02","Hays",31.741678,"5hYi505X9do","AR02_Hays/5hYi505X9do"
"hou2014","AR02","Hays",31.718333,"C96JLWZZsfQ","AR02_Hays/C96JLWZZsfQ"
"hou2014","AR02","Hays",31.718333,"eUCv_jCSMwc","AR02_Hays/eUCv_jCSMwc"
"hou2014","AR02","Hays",31.672011,"FBj5vhzjJ6E","AR02_Hays/FBj5vhzjJ6E"
"hou2014","AR02","Hays",31.718333,"ik5xwl3_FLs","AR02_Hays/ik5xwl3_FLs"
"hou2014","AR02","Hays",31.718333,"OPsrE_rKl2E","AR02_Hays/OPsrE_rKl2E"
"hou2014","AR02","Hays",31.741667,"u-NmUjuvwWI","AR02_Hays/u-NmUjuvwWI"
"hou2014","AR02","Hays",31.718456,"udS5LuC5Mrg","AR02_Hays/udS5LuC5Mrg"
"hou2014","AR02","Hays",32.205,"YeGewl_b2N0","AR02_Hays/YeGewl_b2N0"
"hou2014","AR02","Hill",31.09,"-ZE7ALCwN2c","AR02_Hill/-ZE7ALCwN2c"
"hou2014","AR02","Hill",30.881667,"0Gm4ikXIiVY","AR02_Hill/0Gm4ikXIiVY"
"hou2014","AR02","Hill",30.882533,"iFl-YmezFis","AR02_Hill/iFl-YmezFis"
"hou2014","AR02","Hill",30.72,"Jo20hXiMyGE","AR02_Hill/Jo20hXiMyGE"
"hou2014","AR02","Hill",30.788333,"qQciQaPaddc","AR02_Hill/qQciQaPaddc"
"hou2014","AR02","Hill",31.415,"ro_yR9CnrOE","AR02_Hill/ro_yR9CnrOE"
"hou2014","AR02","Hill",30.835,"SLWMwT37sQg","AR02_Hill/SLWMwT37sQg"
"hou2014","AR02","Hill",30.882533,"tyBtWPPYhIw","AR02_Hill/tyBtWPPYhIw"
"hou2014","AR02","Hill",60.093333,"VBAKQNfME64","AR02_Hill/VBAKQNfME64"
"hou2014","AR02","Hill",33.203333,"vE2TFAsHMKs","AR02_Hill/vE2TFAsHMKs"
"hou2014","AR02","Hill",30.881667,"wKXtUNgIMLg","AR02_Hill/wKXtUNgIMLg"
"hou2014","AR04","Westerman",63.296667,"af4CFxT2CVw","AR04_Westerman/af4CFxT2CVw"
"hou2014","AR04","Westerman",31.415,"bD8DtE-cErU","AR04_Westerman/bD8DtE-cErU"
"hou2014","AR04","Westerman",30.068333,"nHrMyjv_JlQ","AR04_Westerman/nHrMyjv_JlQ"
"hou2014","AR04","Westerman",31.300489,"v2HfIC-Ce-s","AR04_Westerman/v2HfIC-Ce-s"
"hou2014","AR04","Westerman",30.068333,"wmtl6gaL07k","AR04_Westerman/wmtl6gaL07k"
"hou2014","AR04","Westerman",63.738333,"x9bR4YcDuWk","AR04_Westerman/x9bR4YcDuWk"
"hou2014","AR04","Witt",30.068333,"6ng8ttq5HqY","AR04_Witt/6ng8ttq5HqY"
"hou2014","AR04","Witt",30.231667,"ciqxLp02uCI","AR04_Witt/ciqxLp02uCI"
"hou2014","AR04","Witt",30.000178,"GL0Ymr-Lohg","AR04_Witt/GL0Ymr-Lohg"
"hou2014","AR04","Witt",31.718456,"sg_MfJtE9Ao","AR04_Witt/sg_MfJtE9Ao"
"hou2014","AR04","Witt",30.045,"T3xp0UXG7hw","AR04_Witt/T3xp0UXG7hw"
"hou2014","AZ01","Kirkpatrick",31.045078,"5mOVM92jiF8","AZ01_Kirkpatrick/5mOVM92jiF8"
"hou2014","AZ01","Kirkpatrick",31.045078,"aeS05avHDs0","AZ01_Kirkpatrick/aeS05avHDs0"
"hou2014","AZ01","Kirkpatrick",30.998633,"cY6nT_ChSMI","AZ01_Kirkpatrick/cY6nT_ChSMI"
"hou2014","AZ01","Tobin",30.045,"5M4UXObrTDk","AZ01_Tobin/5M4UXObrTDk"
"hou2014","AZ01","Tobin",30.000178,"izTPOq8klxE","AZ01_Tobin/izTPOq8klxE"
"hou2014","AZ02","Barber",30.068333,"0OD90PfCLJU","AZ02_Barber/0OD90PfCLJU"
"hou2014","AZ02","Barber",30.138333,"d0AxbxHdeQ8","AZ02_Barber/d0AxbxHdeQ8"
"hou2014","AZ02","Barber",30.068333,"dumZiFQRcqY","AZ02_Barber/dumZiFQRcqY"
"hou2014","AZ02","Barber",30.161667,"FVkP2g4TgSw","AZ02_Barber/FVkP2g4TgSw"
"hou2014","AZ02","Barber",29.048156,"gOSnQuOazso","AZ02_Barber/gOSnQuOazso"
"hou2014","AZ02","Barber",30.068333,"jXMN954LrBE","AZ02_Barber/jXMN954LrBE"
"hou2014","AZ02","Barber",30.046611,"MwOlloLgDG0","AZ02_Barber/MwOlloLgDG0"
"hou2014","AZ02","Barber",30.068333,"oh2OOX8qEp0","AZ02_Barber/oh2OOX8qEp0"
"hou2014","AZ02","Barber",30.045,"oqn-If0W65k","AZ02_Barber/oqn-If0W65k"
"hou2014","AZ02","Barber",30.068333,"q9UrcyC7_VM","AZ02_Barber/q9UrcyC7_VM"
"hou2014","AZ02","Barber",16.438333,"UFeVudS2rw0","AZ02_Barber/UFeVudS2rw0"
"hou2014","AZ02","Barber",30.000178,"XdivaPl3FTA","AZ02_Barber/XdivaPl3FTA"
"hou2014","AZ02","Barber",30.51,"xKTPn3I2joI","AZ02_Barber/xKTPn3I2joI"
"hou2014","AZ02","Barber",30.069833,"ymD6oQ9PeYQ","AZ02_Barber/ymD6oQ9PeYQ"
"hou2014","AZ02","Barber",60.139678,"yV4uU24dELc","AZ02_Barber/yV4uU24dELc"
"hou2014","AZ02","McSally",56.517367,"2awx0WAyv38","AZ02_McSally/2awx0WAyv38"
"hou2014","AZ02","McSally",30.046611,"3oHi9-Q5I2c","AZ02_McSally/3oHi9-Q5I2c"
"hou2014","AZ02","McSally",60.070022,"A4NIwRiOKSg","AZ02_McSally/A4NIwRiOKSg"
"hou2014","AZ02","McSally",60.000356,"DV0HhPFX5lA","AZ02_McSally/DV0HhPFX5lA"
"hou2014","AZ02","McSally",30.000178,"fR09gQCG1kg","AZ02_McSally/fR09gQCG1kg"
"hou2014","AZ02","McSally",30.093056,"GpkLojQaKBk","AZ02_McSally/GpkLojQaKBk"
"hou2014","AZ02","McSally",30.000178,"hGnFfHjM9wE","AZ02_McSally/hGnFfHjM9wE"
"hou2014","AZ02","McSally",30.093056,"jT70fpJ12nk","AZ02_McSally/jT70fpJ12nk"
"hou2014","AZ02","McSally",30.046611,"LkSNVfbRwQ0","AZ02_McSally/LkSNVfbRwQ0"
"hou2014","AZ02","McSally",60.998333,"NfHN3Pr7qJ4","AZ02_McSally/NfHN3Pr7qJ4"
"hou2014","AZ02","McSally",30.000178,"QHZavn2zXjs","AZ02_McSally/QHZavn2zXjs"
"hou2014","AZ02","McSally",30.093056,"t2Gevo23rhg","AZ02_McSally/t2Gevo23rhg"
"hou2014","AZ02","McSally",30.046611,"UHogy3deKTg","AZ02_McSally/UHogy3deKTg"
"hou2014","AZ02","McSally",30.046611,"v5pcC-a1j8g","AZ02_McSally/v5pcC-a1j8g"
"hou2014","AZ09","Rogers",30.045,"_DF8VKLTSHQ","AZ09_Rogers/_DF8VKLTSHQ"
"hou2014","AZ09","Rogers",60.905,"4KwefW7q2G0","AZ09_Rogers/4KwefW7q2G0"
"hou2014","AZ09","Rogers",30,"I_Ke7CkXwnE","AZ09_Rogers/I_Ke7CkXwnE"
"hou2014","AZ09","Rogers",30.046611,"WYROWlwLASk","AZ09_Rogers/WYROWlwLASk"
"hou2014","AZ09","Sinema",60.023333,"-9WydeJNLHU","AZ09_Sinema/-9WydeJNLHU"
"hou2014","AZ09","Sinema",30.068333,"e0fBBFsNXZs","AZ09_Sinema/e0fBBFsNXZs"
"hou2014","AZ09","Sinema",30.068333,"me83ufLN2nM","AZ09_Sinema/me83ufLN2nM"
"hou2014","AZ09","Sinema",30.3717,"q-txGzhzDIo","AZ09_Sinema/q-txGzhzDIo"
"hou2014","AZ09","Sinema",30.091667,"yNHR01lVy_g","AZ09_Sinema/yNHR01lVy_g"
"hou2014","AZ09","Sinema",60.070022,"yzSWffUCTHc","AZ09_Sinema/yzSWffUCTHc"
"hou2014","CA03","Garamendi",60,"n78x-WCour4","CA03_Garamendi/n78x-WCour4"
"hou2014","CA03","Garamendi",60,"R6kexqMZKqs","CA03_Garamendi/R6kexqMZKqs"
"hou2014","CA06","Matsui",15.021667,"j97FGPfSw84","CA06_Matsui/j97FGPfSw84"
"hou2014","CA06","Matsui",30.045,"MxXdlZi44Ko","CA06_Matsui/MxXdlZi44Ko"
"hou2014","CA06","Matsui",15.021667,"n5gbofq8wIY","CA06_Matsui/n5gbofq8wIY"
"hou2014","CA07","Bera",30.046611,"ET5yaHp8PyQ","CA07_Bera/ET5yaHp8PyQ"
"hou2014","CA07","Bera",30.069833,"HKllFPQuKv8","CA07_Bera/HKllFPQuKv8"
"hou2014","CA07","Bera",30.1395,"iax8sC2Q0W0","CA07_Bera/iax8sC2Q0W0"
"hou2014","CA07","Bera",30.000178,"K1mTmR-5vSo","CA07_Bera/K1mTmR-5vSo"
"hou2014","CA07","Bera",30.069833,"n8_CcsHq0jI","CA07_Bera/n8_CcsHq0jI"
"hou2014","CA07","Bera",30.116278,"pkv594lZdHg","CA07_Bera/pkv594lZdHg"
"hou2014","CA07","Bera",30.046611,"SGqTkvHSDr0","CA07_Bera/SGqTkvHSDr0"
"hou2014","CA07","Bera",30.046611,"z9sc02G4TyM","CA07_Bera/z9sc02G4TyM"
"hou2014","CA07","Ose",15.021667,"7VqZgWaLPig","CA07_Ose/7VqZgWaLPig"
"hou2014","CA07","Ose",63.111667,"A-_EPOMqwEQ","CA07_Ose/A-_EPOMqwEQ"
"hou2014","CA07","Ose",34.133333,"aoLizhkXC48","CA07_Ose/aoLizhkXC48"
"hou2014","CA07","Ose",15.068333,"dg0YMchYm6M","CA07_Ose/dg0YMchYm6M"
"hou2014","CA07","Ose",30.045,"DLFH7iwGp6I","CA07_Ose/DLFH7iwGp6I"
"hou2014","CA07","Ose",61.81,"DS7NIlDarkg","CA07_Ose/DS7NIlDarkg"
"hou2014","CA07","Ose",55.843333,"DwP1eOp4Fn4","CA07_Ose/DwP1eOp4Fn4"
"hou2014","CA07","Ose",30.068333,"k-BaIRmm1bI","CA07_Ose/k-BaIRmm1bI"
"hou2014","CA07","Ose",30.046611,"rSNIV1bVG1Y","CA07_Ose/rSNIV1bVG1Y"
"hou2014","CA07","Ose",32.088333,"ThsNUy32iqQ","CA07_Ose/ThsNUy32iqQ"
"hou2014","CA07","Ose",30,"tO1R7EmpWhU","CA07_Ose/tO1R7EmpWhU"
"hou2014","CA07","Ose",58.235,"YyfgcoqtB0E","CA07_Ose/YyfgcoqtB0E"
"hou2014","CA09","McNerney",30,"r8AC2FrDwyM","CA09_McNerney/r8AC2FrDwyM"
"hou2014","CA16","Costa",62.74,"sEnGP4xH-I8","CA16_Costa/sEnGP4xH-I8"
"hou2014","CA17","Honda",30.069833,"EM66dwhFEZ8","CA17_Honda/EM66dwhFEZ8"
"hou2014","CA17","Honda",31.113333,"F4PT-sZQ1iw","CA17_Honda/F4PT-sZQ1iw"
"hou2014","CA17","Honda",30.046611,"TcBaIiK8je4","CA17_Honda/TcBaIiK8je4"
"hou2014","CA17","Honda",63.621667,"ZssK-WDpn8U","CA17_Honda/ZssK-WDpn8U"
"hou2014","CA20","Farr",60.07,"1VWfl5v-O54","CA20_Farr/1VWfl5v-O54"
"hou2014","CA20","Farr",60.07,"HsKdCpltHoA","CA20_Farr/HsKdCpltHoA"
"hou2014","CA20","Farr",60.07,"XgnfPppgU0I","CA20_Farr/XgnfPppgU0I"
"hou2014","CA20","Farr",60.07,"ZnRGd_6VTaA","CA20_Farr/ZnRGd_6VTaA"
"hou2014","CA21","Renteria",31.045,"-3joGJXFu7Y","CA21_Renteria/-3joGJXFu7Y"
"hou2014","CA21","Renteria",32.949111,"kKd48qB5FLw","CA21_Renteria/kKd48qB5FLw"
"hou2014","CA21","Renteria",30.766433,"LIdU4YSJ4Jw","CA21_Renteria/LIdU4YSJ4Jw"
"hou2014","CA21","Renteria",30.975,"neESjA8PnBQ","CA21_Renteria/neESjA8PnBQ"
"hou2014","CA21","Renteria",31.045,"qK5KdM0Uj-Q","CA21_Renteria/qK5KdM0Uj-Q"
"hou2014","CA21","Renteria",60.603333,"RffqhKCbdzw","CA21_Renteria/RffqhKCbdzw"
"hou2014","CA21","Renteria",31.136667,"zACyEPJoXpk","CA21_Renteria/zACyEPJoXpk"
"hou2014","CA23","McCarthy",30.046611,"3VDBxMNv3A4","CA23_McCarthy/3VDBxMNv3A4"
"hou2014","CA23","McCarthy",30.046611,"5Szo610AbVU","CA23_McCarthy/5Szo610AbVU"
"hou2014","CA23","McCarthy",30.045,"6ji9YpSHzVs","CA23_McCarthy/6ji9YpSHzVs"
"hou2014","CA23","McCarthy",30.046611,"cXnPTiOsHn4","CA23_McCarthy/cXnPTiOsHn4"
"hou2014","CA23","McCarthy",60.07,"KTYy1c-5TBg","CA23_McCarthy/KTYy1c-5TBg"
"hou2014","CA23","McCarthy",30.046611,"N-EFnX6TS0k","CA23_McCarthy/N-EFnX6TS0k"
"hou2014","CA23","McCarthy",30.046611,"yOVu-aG5llI","CA23_McCarthy/yOVu-aG5llI"
"hou2014","CA24","Capps",60.091667,"0O_lv7YUbis","CA24_Capps/0O_lv7YUbis"
"hou2014","CA24","Mitchum",30.138333,"-bWYDzpIz6g","CA24_Mitchum/-bWYDzpIz6g"
"hou2014","CA24","Mitchum",30.093056,"_ZAQDWM-cmk","CA24_Mitchum/_ZAQDWM-cmk"
"hou2014","CA24","Mitchum",30.091667,"3cfG_G8zBsY","CA24_Mitchum/3cfG_G8zBsY"
"hou2014","CA24","Mitchum",30.138333,"j-aFZoKC47c","CA24_Mitchum/j-aFZoKC47c"
"hou2014","CA24","Mitchum",30.093056,"lgNqgi2UpHk","CA24_Mitchum/lgNqgi2UpHk"
"hou2014","CA24","Mitchum",30.138333,"vNR9MbxEf7o","CA24_Mitchum/vNR9MbxEf7o"
"hou2014","CA26","Brownley",30.6039,"fgqN1tqrCJU","CA26_Brownley/fgqN1tqrCJU"
"hou2014","CA26","Brownley",61.16,"vDsg1gfZ7W0","CA26_Brownley/vDsg1gfZ7W0"
"hou2014","CA33","Carr",30.416667,"g3B5Qdhe9NI","CA33_Carr/g3B5Qdhe9NI"
"hou2014","CA33","Carr",31.207611,"lgsS2Q5tRnU","CA33_Carr/lgsS2Q5tRnU"
"hou2014","CA33","Lieu",30.045,"0zz2Fk08d5U","CA33_Lieu/0zz2Fk08d5U"
"hou2014","CA33","Lieu",30.068333,"7c6nV_eEybQ","CA33_Lieu/7c6nV_eEybQ"
"hou2014","CA33","Lieu",30.046611,"aWl2mLtRxUY","CA33_Lieu/aWl2mLtRxUY"
"hou2014","CA33","Lieu",30.045,"ILO9vIvpsJg","CA33_Lieu/ILO9vIvpsJg"
"hou2014","CA36","Nestande",30.603333,"-akd_j3xsV0","CA36_Nestande/-akd_j3xsV0"
"hou2014","CA36","Nestande",30.045,"_zF0_ffKZQY","CA36_Nestande/_zF0_ffKZQY"
"hou2014","CA36","Nestande",30.045,"APibTq_GS-k","CA36_Nestande/APibTq_GS-k"
"hou2014","CA36","Nestande",30.603333,"HaxbHCgxL_4","CA36_Nestande/HaxbHCgxL_4"
"hou2014","CA36","Nestande",30,"nHX4zfE7H0o","CA36_Nestande/nHX4zfE7H0o"
"hou2014","CA36","Nestande",30.115,"PXdbxCT1nfk","CA36_Nestande/PXdbxCT1nfk"
"hou2014","CA36","Nestande",30.045,"xxbeOTPPbBo","CA36_Nestande/xxbeOTPPbBo"
