"race","yt_district","candidate","length","uid","uid_ext"
"gov2014","MN","Johnson",30.046611,"Gvn5qJOyUxk","MN_Johnson/Gvn5qJOyUxk"
"gov2014","MN","Johnson",30.046611,"TAkDIsNf4Wg","MN_Johnson/TAkDIsNf4Wg"
"gov2014","MN","Johnson",30,"VFbc3bb4OM8","MN_Johnson/VFbc3bb4OM8"
"gov2014","NE","Hassebrook",30.091667,"4Q3Ty5gdLkc","NE_Hassebrook/4Q3Ty5gdLkc"
"gov2014","NE","Hassebrook",30.161667,"88L17_tJR1c","NE_Hassebrook/88L17_tJR1c"
"gov2014","NE","Hassebrook",30.091667,"AgXR8bfnMQM","NE_Hassebrook/AgXR8bfnMQM"
"gov2014","NE","Hassebrook",30.091667,"BBOi0r35O24","NE_Hassebrook/BBOi0r35O24"
"gov2014","NE","Hassebrook",30.161667,"cbbUm4vuo0o","NE_Hassebrook/cbbUm4vuo0o"
"gov2014","NE","Hassebrook",30,"fYNxBM4y_rc","NE_Hassebrook/fYNxBM4y_rc"
"gov2014","NE","Hassebrook",30.046611,"i74cakBriCg","NE_Hassebrook/i74cakBriCg"
"gov2014","NE","Hassebrook",30.116278,"KD2zZF9sRB0","NE_Hassebrook/KD2zZF9sRB0"
"gov2014","NE","Hassebrook",60.070022,"YiY76cExZAg","NE_Hassebrook/YiY76cExZAg"
"gov2014","NJ","Buono",57.421667,"7XrcwQi1TAU","NJ_Buono/7XrcwQi1TAU"
"gov2014","NJ","Buono",56.075,"cKX93eZ-N0M","NJ_Buono/cKX93eZ-N0M"
"gov2014","NJ","Buono",32.043333,"elgRJ0UBGoc","NJ_Buono/elgRJ0UBGoc"
"gov2014","NJ","Buono",60.556667,"EpRWiYl5Lfw","NJ_Buono/EpRWiYl5Lfw"
"gov2014","NJ","Buono",58.63,"GJlpo3cvgn8","NJ_Buono/GJlpo3cvgn8"
"gov2014","NJ","Buono",58.141667,"IpKU1aSBDMI","NJ_Buono/IpKU1aSBDMI"
"gov2014","NJ","Buono",33.97,"leFZZM5jsqo","NJ_Buono/leFZZM5jsqo"
"gov2014","NJ","Buono",32.043333,"M0mOMQqzo6k","NJ_Buono/M0mOMQqzo6k"
"gov2014","NJ","Buono",63.343333,"o-IPDI8OKwk","NJ_Buono/o-IPDI8OKwk"
"gov2014","NJ","Buono",63.621667,"P05jWGOSjN8","NJ_Buono/P05jWGOSjN8"
"gov2014","NJ","Buono",26.028333,"pPfjY4BydQM","NJ_Buono/pPfjY4BydQM"
"gov2014","NJ","Buono",31.95,"suar8D1oqI8","NJ_Buono/suar8D1oqI8"
"gov2014","NJ","Buono",58.838333,"ueF8PAJj-0w","NJ_Buono/ueF8PAJj-0w"
"gov2014","NJ","Buono",25.75,"uvFsC0WoLks","NJ_Buono/uvFsC0WoLks"
"gov2014","NJ","Christie",33.39,"-Zx0oyQbCMY","NJ_Christie/-Zx0oyQbCMY"
"gov2014","NJ","Christie",58.42,"0S0H1vbU0Us","NJ_Christie/0S0H1vbU0Us"
"gov2014","NJ","Christie",57.283333,"2L9XWtS1Y5s","NJ_Christie/2L9XWtS1Y5s"
"gov2014","NJ","Christie",56.098333,"2yQojcaYfGo","NJ_Christie/2yQojcaYfGo"
"gov2014","NJ","Christie",30.905,"57Ikl-jeVo8","NJ_Christie/57Ikl-jeVo8"
"gov2014","NJ","Christie",61.231011,"6PQ-SuCqJPA","NJ_Christie/6PQ-SuCqJPA"
"gov2014","NJ","Christie",25.541667,"aKA16ttRgxo","NJ_Christie/aKA16ttRgxo"
"gov2014","NJ","Christie",30.091667,"Clhv-ya9JJo","NJ_Christie/Clhv-ya9JJo"
"gov2014","NJ","Christie",30.115,"CnY7nDeQ2d4","NJ_Christie/CnY7nDeQ2d4"
"gov2014","NJ","Christie",30.000178,"cskCKa3S8y0","NJ_Christie/cskCKa3S8y0"
"gov2014","NJ","Christie",30.788333,"DaPbsxFzYgY","NJ_Christie/DaPbsxFzYgY"
"gov2014","NJ","Christie",32.948333,"dgoHDyVKvFY","NJ_Christie/dgoHDyVKvFY"
"gov2014","NJ","Christie",30.741667,"g-TIjF_r7aQ","NJ_Christie/g-TIjF_r7aQ"
"gov2014","NJ","Christie",31.37,"GcmWKwUAh8E","NJ_Christie/GcmWKwUAh8E"
"gov2014","NJ","Christie",30.138333,"GMFvM_vjRXg","NJ_Christie/GMFvM_vjRXg"
"gov2014","NJ","Christie",30.418133,"HDbwamcjxUs","NJ_Christie/HDbwamcjxUs"
"gov2014","NJ","Christie",30.463333,"HhubYxfascE","NJ_Christie/HhubYxfascE"
"gov2014","NJ","Christie",62.855,"k43j-qrAlMc","NJ_Christie/k43j-qrAlMc"
"gov2014","NJ","Christie",30.045,"lt9bzMArMVs","NJ_Christie/lt9bzMArMVs"
"gov2014","NJ","Christie",60.07,"PBXi0Dq4mBA","NJ_Christie/PBXi0Dq4mBA"
"gov2014","NJ","Christie",34.48,"RhoF1lxyjDc","NJ_Christie/RhoF1lxyjDc"
"gov2014","NJ","Christie",30.72,"ROyLylsJtaU","NJ_Christie/ROyLylsJtaU"
"gov2014","NJ","Christie",32.043333,"t84sT6NKGCM","NJ_Christie/t84sT6NKGCM"
"gov2014","NJ","Christie",32.925,"uN5tX1yzxmo","NJ_Christie/uN5tX1yzxmo"
"gov2014","NJ","Christie",60.51,"uyRPNLOTTco","NJ_Christie/uyRPNLOTTco"
"gov2014","NJ","Christie",30.208333,"xcy0-3IqR2U","NJ_Christie/xcy0-3IqR2U"
"gov2014","NJ","Christie",31.113333,"YmiDiLoqryU","NJ_Christie/YmiDiLoqryU"
"gov2014","NJ","Christie",30.115,"z_6QzH89eUs","NJ_Christie/z_6QzH89eUs"
"gov2014","NM","King",57.91,"FLdlOgf2TGE","NM_King/FLdlOgf2TGE"
"gov2014","NM","King",33.366667,"PuxY_VO_7ZA","NM_King/PuxY_VO_7ZA"
"gov2014","NM","Martinez",30.115,"9eLzD_DTJJ0","NM_Martinez/9eLzD_DTJJ0"
"gov2014","NM","Martinez",58.745,"a4Ck63Z_StU","NM_Martinez/a4Ck63Z_StU"
"gov2014","NM","Martinez",30.069833,"b8rogjXPJGQ","NM_Martinez/b8rogjXPJGQ"
"gov2014","NM","Martinez",30.046611,"C37_Of5BR4I","NM_Martinez/C37_Of5BR4I"
"gov2014","NM","Martinez",30.069833,"frW8Q0BHLMI","NM_Martinez/frW8Q0BHLMI"
"gov2014","NM","Martinez",30.116278,"g096j532840","NM_Martinez/g096j532840"
"gov2014","NM","Martinez",30.068333,"HRo3BMTAiD0","NM_Martinez/HRo3BMTAiD0"
"gov2014","NM","Martinez",30,"ja5SsdEOCmw","NM_Martinez/ja5SsdEOCmw"
"gov2014","NM","Martinez",30.091667,"kdYrc0lWFUQ","NM_Martinez/kdYrc0lWFUQ"
"gov2014","NM","Martinez",29.906667,"NNwJAO-81B0","NM_Martinez/NNwJAO-81B0"
"gov2014","NM","Martinez",30.068333,"V_P0SPL6OXI","NM_Martinez/V_P0SPL6OXI"
"gov2014","NM","Martinez",30.046611,"vot33X64Jx0","NM_Martinez/vot33X64Jx0"
"gov2014","NM","Martinez",30.069833,"X81JkdVsnpE","NM_Martinez/X81JkdVsnpE"
"gov2014","NV","Sandoval",56.701667,"0M99UOpDvVE","NV_Sandoval/0M99UOpDvVE"
"gov2014","NV","Sandoval",60.023333,"7vLB1nrCI2c","NV_Sandoval/7vLB1nrCI2c"
"gov2014","NV","Sandoval",32.483333,"CuBPKeVEa1g","NV_Sandoval/CuBPKeVEa1g"
"gov2014","NV","Sandoval",30,"d1X6aAT2VO8","NV_Sandoval/d1X6aAT2VO8"
"gov2014","NV","Sandoval",30.093056,"JEB92OPov-w","NV_Sandoval/JEB92OPov-w"
"gov2014","NV","Sandoval",26.771667,"QjeP-zpDAeA","NV_Sandoval/QjeP-zpDAeA"
"gov2014","NY","Astorino",60.580856,"1_e4PiIDxNc","NY_Astorino/1_e4PiIDxNc"
"gov2014","NY","Astorino",57.330067,"1u4uQ3K0a5Q","NY_Astorino/1u4uQ3K0a5Q"
"gov2014","NY","Astorino",14.953644,"2lwA46GoddI","NY_Astorino/2lwA46GoddI"
"gov2014","NY","Astorino",30.696667,"8qJbLaYOzuw","NY_Astorino/8qJbLaYOzuw"
"gov2014","NY","Astorino",26.353333,"AdkvXntkl-o","NY_Astorino/AdkvXntkl-o"
"gov2014","NY","Astorino",30.000178,"di0H1kScCL4","NY_Astorino/di0H1kScCL4"
"gov2014","NY","Astorino",29.883333,"dTDPv1gKmW0","NY_Astorino/dTDPv1gKmW0"
"gov2014","NY","Astorino",25.958333,"eOv0W4PIkOo","NY_Astorino/eOv0W4PIkOo"
"gov2014","NY","Astorino",61.16,"ff7RVvFKYdk","NY_Astorino/ff7RVvFKYdk"
"gov2014","NY","Astorino",30.091667,"frOHcY-loaI","NY_Astorino/frOHcY-loaI"
"gov2014","NY","Astorino",27.956667,"i4Y-taedP4c","NY_Astorino/i4Y-taedP4c"
"gov2014","NY","Astorino",30.161667,"igaQ6XJVTnc","NY_Astorino/igaQ6XJVTnc"
"gov2014","NY","Astorino",26.54,"LU5jKf7u50c","NY_Astorino/LU5jKf7u50c"
"gov2014","NY","Astorino",14.117722,"QAsFIZAKyxQ","NY_Astorino/QAsFIZAKyxQ"
"gov2014","NY","Astorino",60.603333,"rtI9pwsNkO8","NY_Astorino/rtI9pwsNkO8"
"gov2014","NY","Astorino",29.953333,"SMOVR6u0Yp0","NY_Astorino/SMOVR6u0Yp0"
"gov2014","NY","Astorino",26.33,"UH3Xe9vjkLs","NY_Astorino/UH3Xe9vjkLs"
"gov2014","NY","Astorino",30.068333,"v2QuEGeZYk0","NY_Astorino/v2QuEGeZYk0"
"gov2014","NY","Astorino",30.093056,"WoetM-u9fxQ","NY_Astorino/WoetM-u9fxQ"
"gov2014","NY","Astorino",25.9599,"x8oR8EKCMf4","NY_Astorino/x8oR8EKCMf4"
"gov2014","NY","Astorino",29.976667,"Ye-qguWGfRc","NY_Astorino/Ye-qguWGfRc"
"gov2014","NY","Cuomo",30.301667,"7h1udeoO3rg","NY_Cuomo/7h1udeoO3rg"
"gov2014","NY","Cuomo",30.161667,"CO62ESnFEzo","NY_Cuomo/CO62ESnFEzo"
"gov2014","NY","Cuomo",30.673556,"CuAjmeFuSck","NY_Cuomo/CuAjmeFuSck"
"gov2014","NY","Cuomo",30.626667,"F9QjWw4t87I","NY_Cuomo/F9QjWw4t87I"
"gov2014","NY","Cuomo",30.138333,"FqEpZbxkZXI","NY_Cuomo/FqEpZbxkZXI"
"gov2014","NY","Cuomo",30.44,"iUVHtqiSTGo","NY_Cuomo/iUVHtqiSTGo"
"gov2014","NY","Cuomo",30.881667,"juFyMC_BEC4","NY_Cuomo/juFyMC_BEC4"
"gov2014","NY","Cuomo",60.161667,"KuViF6mXoIE","NY_Cuomo/KuViF6mXoIE"
"gov2014","NY","Cuomo",61.23,"Nxse--YZqnI","NY_Cuomo/Nxse--YZqnI"
"gov2014","NY","Cuomo",30.416667,"O5Y78KSFpF8","NY_Cuomo/O5Y78KSFpF8"
"gov2014","NY","Cuomo",30.046611,"PrERhBT4RZQ","NY_Cuomo/PrERhBT4RZQ"
"gov2014","NY","Cuomo",30.371667,"PU1PaczBh1s","NY_Cuomo/PU1PaczBh1s"
"gov2014","NY","Cuomo",30.371667,"qfov8cAm24Q","NY_Cuomo/qfov8cAm24Q"
"gov2014","NY","Cuomo",30.138333,"y-CRuYH1k-Q","NY_Cuomo/y-CRuYH1k-Q"
"gov2014","NY","Cuomo",30.068333,"zKo06-SPGgQ","NY_Cuomo/zKo06-SPGgQ"
"gov2014","OH","FitzGerald",30,"_tdzreLMQt0","OH_FitzGerald/_tdzreLMQt0"
"gov2014","OH","FitzGerald",29.976956,"AYIyvG1lUPA","OH_FitzGerald/AYIyvG1lUPA"
"gov2014","OH","FitzGerald",60.115,"N3q56g1DGCY","OH_FitzGerald/N3q56g1DGCY"
"gov2014","OH","Kasich",30.045,"02pjfFvfha8","OH_Kasich/02pjfFvfha8"
"gov2014","OH","Kasich",60.07,"0IgR49frRXY","OH_Kasich/0IgR49frRXY"
"gov2014","OH","Kasich",14.953644,"28PBJp7QEyY","OH_Kasich/28PBJp7QEyY"
"gov2014","OH","Kasich",14.976867,"2W3mtiblV2U","OH_Kasich/2W3mtiblV2U"
"gov2014","OH","Kasich",60.232556,"2yN2T0mdcYA","OH_Kasich/2yN2T0mdcYA"
"gov2014","OH","Kasich",14.976667,"4_BHpo-g8Yk","OH_Kasich/4_BHpo-g8Yk"
"gov2014","OH","Kasich",30.046611,"41p0NyD5Y10","OH_Kasich/41p0NyD5Y10"
"gov2014","OH","Kasich",30.045,"73rxTlT20hQ","OH_Kasich/73rxTlT20hQ"
"gov2014","OH","Kasich",30.046611,"7mGmuxdOFXs","OH_Kasich/7mGmuxdOFXs"
"gov2014","OH","Kasich",14.976867,"a4F0XNdDsP0","OH_Kasich/a4F0XNdDsP0"
"gov2014","OH","Kasich",30.000178,"BBjenf2sDLA","OH_Kasich/BBjenf2sDLA"
"gov2014","OH","Kasich",60.023578,"bGWJgwEZnO0","OH_Kasich/bGWJgwEZnO0"
"gov2014","OH","Kasich",30.045,"bmPqU8omZbs","OH_Kasich/bmPqU8omZbs"
"gov2014","OH","Kasich",60.07,"cCIkFqgbLsU","OH_Kasich/cCIkFqgbLsU"
"gov2014","OH","Kasich",30,"CLCqZgIrSK0","OH_Kasich/CLCqZgIrSK0"
"gov2014","OH","Kasich",14.976867,"D6RQC_oUaCQ","OH_Kasich/D6RQC_oUaCQ"
"gov2014","OH","Kasich",29.953733,"eE1plRU-3Ic","OH_Kasich/eE1plRU-3Ic"
"gov2014","OH","Kasich",30.046611,"FWAZ1XQrJLs","OH_Kasich/FWAZ1XQrJLs"
"gov2014","OH","Kasich",14.953333,"gPiXuVBQBhI","OH_Kasich/gPiXuVBQBhI"
"gov2014","OH","Kasich",60.023333,"Jv29FUA9G_0","OH_Kasich/Jv29FUA9G_0"
"gov2014","OH","Kasich",14.953644,"lXJIIozse_0","OH_Kasich/lXJIIozse_0"
"gov2014","OH","Kasich",56.981767,"m8AhBBmDIRE","OH_Kasich/m8AhBBmDIRE"
"gov2014","OH","Kasich",14.976867,"My6MUd1vepc","OH_Kasich/My6MUd1vepc"
"gov2014","OH","Kasich",15.0233,"NRBsHaCZ0kY","OH_Kasich/NRBsHaCZ0kY"
"gov2014","OH","Kasich",14.976867,"p820OlQ53C8","OH_Kasich/p820OlQ53C8"
"gov2014","OH","Kasich",30.000178,"Q-9ZvNP1yDQ","OH_Kasich/Q-9ZvNP1yDQ"
"gov2014","OH","Kasich",14.976867,"qCZRuh_XlG0","OH_Kasich/qCZRuh_XlG0"
"gov2014","OH","Kasich",15.021667,"tcA1nu95E-Y","OH_Kasich/tcA1nu95E-Y"
"gov2014","OH","Kasich",60.115,"TL2fVlKowJI","OH_Kasich/TL2fVlKowJI"
"gov2014","OH","Kasich",30,"TN41In1iAwY","OH_Kasich/TN41In1iAwY"
"gov2014","OH","Kasich",60.023333,"wlf5wXiceI4","OH_Kasich/wlf5wXiceI4"
"gov2014","OH","Kasich",14.976867,"X88vEe5kNbQ","OH_Kasich/X88vEe5kNbQ"
"gov2014","OH","Kasich",30.000178,"XqpWNzWMfa8","OH_Kasich/XqpWNzWMfa8"
"gov2014","OH","Kasich",56.841667,"Y63DRoIGONc","OH_Kasich/Y63DRoIGONc"
"gov2014","OH","Kasich",30.000178,"ybIGPv7L0nY","OH_Kasich/ybIGPv7L0nY"
"gov2014","OH","Kasich",60.023333,"YUYeZEYRLt8","OH_Kasich/YUYeZEYRLt8"
"gov2014","OK","Dorman",31.926667,"-bJnNWtlK7w","OK_Dorman/-bJnNWtlK7w"
"gov2014","OK","Dorman",30.208333,"7F2mInAQcMA","OK_Dorman/7F2mInAQcMA"
"gov2014","OK","Dorman",30.209156,"97tOYW8f3pQ","OK_Dorman/97tOYW8f3pQ"
"gov2014","OK","Dorman",60.533333,"c1wYXwQ_tTI","OK_Dorman/c1wYXwQ_tTI"
"gov2014","OK","Dorman",56.308333,"e2ZENhts014","OK_Dorman/e2ZENhts014"
"gov2014","OK","Dorman",30.209156,"fNTq2HD-6xQ","OK_Dorman/fNTq2HD-6xQ"
"gov2014","OK","Dorman",30.232378,"iI_5Dr4iKe0","OK_Dorman/iI_5Dr4iKe0"
"gov2014","OK","Dorman",58.003333,"LLBGnivew0E","OK_Dorman/LLBGnivew0E"
"gov2014","OK","Dorman",30.208333,"M2oMNDMR3Yw","OK_Dorman/M2oMNDMR3Yw"
"gov2014","OK","Dorman",60.533333,"pDxQ6l5fcyQ","OK_Dorman/pDxQ6l5fcyQ"
"gov2014","OK","Dorman",28.536667,"TRD3j9LWD4A","OK_Dorman/TRD3j9LWD4A"
"gov2014","OK","Dorman",30.231667,"UIArgY7lHU0","OK_Dorman/UIArgY7lHU0"
"gov2014","OK","Dorman",33.576044,"yBfoctYJ5PY","OK_Dorman/yBfoctYJ5PY"
"gov2014","OK","Dorman",30.231667,"Z6qCMJlyoyM","OK_Dorman/Z6qCMJlyoyM"
"gov2014","OR","Kitzhaber",56.378044,"5SpDlYjdtxA","OR_Kitzhaber/5SpDlYjdtxA"
"gov2014","OR","Kitzhaber",30.046611,"a3p5Nwtd9sc","OR_Kitzhaber/a3p5Nwtd9sc"
"gov2014","OR","Kitzhaber",30.046611,"b_5MxIAThDA","OR_Kitzhaber/b_5MxIAThDA"
"gov2014","OR","Kitzhaber",32.043533,"FDv_JEQCvZ8","OR_Kitzhaber/FDv_JEQCvZ8"
"gov2014","OR","Kitzhaber",17.391744,"FfoSCP34wGQ","OR_Kitzhaber/FfoSCP34wGQ"
"gov2014","OR","Kitzhaber",30.000178,"qnhgUyK9erc","OR_Kitzhaber/qnhgUyK9erc"
"gov2014","OR","Kitzhaber",30.091667,"u-WvBPpUYSw","OR_Kitzhaber/u-WvBPpUYSw"
"gov2014","OR","Kitzhaber",30.000178,"w512vk6gLXg","OR_Kitzhaber/w512vk6gLXg"
"gov2014","OR","Kitzhaber",30.000178,"z5W25NH6EZQ","OR_Kitzhaber/z5W25NH6EZQ"
"gov2014","OR","Richardson",27.585,"20Ip1O7RTsg","OR_Richardson/20Ip1O7RTsg"
"gov2014","OR","Richardson",30.091667,"IQAJXJ8z3Pk","OR_Richardson/IQAJXJ8z3Pk"
"gov2014","PA","Wolf",62.158333,"_FKzsQrenuo","PA_Wolf/_FKzsQrenuo"
"gov2014","PA","Wolf",32.135,"_ZyNRRBzXHg","PA_Wolf/_ZyNRRBzXHg"
"gov2014","PA","Wolf",32.135,"8EIipx-74nc","PA_Wolf/8EIipx-74nc"
"gov2014","PA","Wolf",32.135,"AJYIZHzEM6U","PA_Wolf/AJYIZHzEM6U"
"gov2014","PA","Wolf",32.135,"BuLRAL2Weq4","PA_Wolf/BuLRAL2Weq4"
"gov2014","PA","Wolf",32.135,"bwqTlQElVGM","PA_Wolf/bwqTlQElVGM"
"gov2014","PA","Wolf",32.135,"CeM367Mx4mw","PA_Wolf/CeM367Mx4mw"
"gov2014","PA","Wolf",14.813333,"CKJTbe7qvtQ","PA_Wolf/CKJTbe7qvtQ"
"gov2014","PA","Wolf",31.136667,"Eh4cdyCWZL8","PA_Wolf/Eh4cdyCWZL8"
"gov2014","PA","Wolf",32.135,"eIfmkEwK9v8","PA_Wolf/eIfmkEwK9v8"
"gov2014","PA","Wolf",32.135,"fXC8E-CgPXw","PA_Wolf/fXC8E-CgPXw"
"gov2014","PA","Wolf",30.138333,"kZE4PPIIG_A","PA_Wolf/kZE4PPIIG_A"
"gov2014","PA","Wolf",32.135,"lilxj-7q94M","PA_Wolf/lilxj-7q94M"
"gov2014","PA","Wolf",32.135,"O6zvEaNHvlg","PA_Wolf/O6zvEaNHvlg"
"gov2014","PA","Wolf",32.135,"OgQExof9xjg","PA_Wolf/OgQExof9xjg"
"gov2014","PA","Wolf",59.906667,"skc6f7Cds-c","PA_Wolf/skc6f7Cds-c"
"gov2014","PA","Wolf",32.135,"TaW94WosUKY","PA_Wolf/TaW94WosUKY"
"gov2014","PA","Wolf",32.135,"UglyynDEiRg","PA_Wolf/UglyynDEiRg"
"gov2014","PA","Wolf",32.088333,"UVNEYMgo0Tw","PA_Wolf/UVNEYMgo0Tw"
"gov2014","PA","Wolf",31.136667,"Y1n9YIrXAFE","PA_Wolf/Y1n9YIrXAFE"
"gov2014","RI","Fung",28.513333,"_X4uTlxcmLI","RI_Fung/_X4uTlxcmLI"
"gov2014","RI","Fung",61.136667,"5CTfmLmgczk","RI_Fung/5CTfmLmgczk"
"gov2014","RI","Fung",30.046611,"6Zw6swTOh9M","RI_Fung/6Zw6swTOh9M"
"gov2014","RI","Fung",30,"c5gLbYOkvxU","RI_Fung/c5gLbYOkvxU"
"gov2014","RI","Fung",30.045,"HbKq9V0gXfM","RI_Fung/HbKq9V0gXfM"
"gov2014","RI","Fung",30.045,"JcaAuoUGyjU","RI_Fung/JcaAuoUGyjU"
"gov2014","RI","Fung",30.045,"KcPC9qzHtKQ","RI_Fung/KcPC9qzHtKQ"
"gov2014","RI","Fung",30.045,"MhWMAAxp90w","RI_Fung/MhWMAAxp90w"
"gov2014","RI","Fung",30.046611,"N-ONdpwgIYs","RI_Fung/N-ONdpwgIYs"
"gov2014","RI","Fung",30.000178,"nFlflPgnk8k","RI_Fung/nFlflPgnk8k"
"gov2014","RI","Fung",30,"nvkmUoQ3mp8","RI_Fung/nvkmUoQ3mp8"
"gov2014","RI","Fung",60.070022,"RFIl63vfAvE","RI_Fung/RFIl63vfAvE"
"gov2014","RI","Fung",60.07,"taHtCXe9Xq8","RI_Fung/taHtCXe9Xq8"
"gov2014","RI","Fung",30.046611,"Uq11bZN69ls","RI_Fung/Uq11bZN69ls"
"gov2014","RI","Fung",30.046611,"x3V_Vyy6HfQ","RI_Fung/x3V_Vyy6HfQ"
"gov2014","RI","Raimondo",32.043533,"-cYSOGjd_uk","RI_Raimondo/-cYSOGjd_uk"
"gov2014","RI","Raimondo",62.066933,"4YG-QzEfFj8","RI_Raimondo/4YG-QzEfFj8"
"gov2014","RI","Raimondo",31.996667,"E19mOXxcGhw","RI_Raimondo/E19mOXxcGhw"
"gov2014","RI","Raimondo",62.043711,"Eb0N9o8WAKw","RI_Raimondo/Eb0N9o8WAKw"
"gov2014","RI","Raimondo",31.950656,"Ik_mNEv-AAk","RI_Raimondo/Ik_mNEv-AAk"
"gov2014","RI","Raimondo",32.043333,"kZAstMVz2qg","RI_Raimondo/kZAstMVz2qg"
"gov2014","RI","Raimondo",31.950656,"m2hSvyNHJN8","RI_Raimondo/m2hSvyNHJN8"
"gov2014","RI","Raimondo",32.020311,"M7-x6l2KzkE","RI_Raimondo/M7-x6l2KzkE"
"gov2014","RI","Raimondo",31.997089,"nGW83FDOBh8","RI_Raimondo/nGW83FDOBh8"
"gov2014","RI","Raimondo",31.950656,"Oy3C20KNwnc","RI_Raimondo/Oy3C20KNwnc"
"gov2014","RI","Raimondo",32.043533,"zftumUvEDbs","RI_Raimondo/zftumUvEDbs"
"gov2014","SC","Haley",15,"-7jea_WGm28","SC_Haley/-7jea_WGm28"
"gov2014","SC","Haley",30,"4wp9bokc9xk","SC_Haley/4wp9bokc9xk"
"gov2014","SC","Haley",15.069744,"716IWr46Kn0","SC_Haley/716IWr46Kn0"
"gov2014","SC","Haley",30.000178,"aY2PN00ejsc","SC_Haley/aY2PN00ejsc"
"gov2014","SC","Haley",30.046611,"CKO4NyD-_EU","SC_Haley/CKO4NyD-_EU"
"gov2014","SC","Haley",30.000178,"cU88iuGMQWM","SC_Haley/cU88iuGMQWM"
"gov2014","SC","Haley",30.115,"fgVwXmIUZYs","SC_Haley/fgVwXmIUZYs"
"gov2014","SC","Haley",30,"FjDTRfsmShE","SC_Haley/FjDTRfsmShE"
"gov2014","SC","Haley",30.091667,"NOaftEeyZD8","SC_Haley/NOaftEeyZD8"
"gov2014","SC","Haley",29.976956,"pjmPM-xz0j4","SC_Haley/pjmPM-xz0j4"
"gov2014","SC","Haley",30.000178,"sZrMoKn06EM","SC_Haley/sZrMoKn06EM"
"gov2014","SC","Haley",30.000178,"uxEy-YcI39Y","SC_Haley/uxEy-YcI39Y"
"gov2014","SC","Haley",30.000178,"W3Xy5yeTWF4","SC_Haley/W3Xy5yeTWF4"
"gov2014","SD","Daugaard",30.115,"AIAIMvCS6Qk","SD_Daugaard/AIAIMvCS6Qk"
"gov2014","SD","Daugaard",30.093056,"CdeXIlcrCXU","SD_Daugaard/CdeXIlcrCXU"
"gov2014","SD","Daugaard",30.115,"jjXiWbGyqew","SD_Daugaard/jjXiWbGyqew"
"gov2014","SD","Daugaard",30.115,"MWhahIcCKtw","SD_Daugaard/MWhahIcCKtw"
"gov2014","SD","Daugaard",30.115,"QDmIpwTO6oE","SD_Daugaard/QDmIpwTO6oE"
"gov2014","SD","Daugaard",60.115,"TEI2_j5B79U","SD_Daugaard/TEI2_j5B79U"
"gov2014","SD","Daugaard",60.161667,"x4d2bcOwKO4","SD_Daugaard/x4d2bcOwKO4"
"gov2014","TN","Haslam",30.046611,"_w76BlUhH3Y","TN_Haslam/_w76BlUhH3Y"
"gov2014","TN","Haslam",60.116456,"dJodgq3WZuM","TN_Haslam/dJodgq3WZuM"
"gov2014","TN","Haslam",30.093056,"r7qLqMo-5JY","TN_Haslam/r7qLqMo-5JY"
"gov2014","TX","Abbott",60.023333,"-hrmrvnihvg","TX_Abbott/-hrmrvnihvg"
"gov2014","TX","Abbott",30.046611,"03P8Ek8pBPY","TX_Abbott/03P8Ek8pBPY"
"gov2014","TX","Abbott",30,"2ZlMEPXNSTU","TX_Abbott/2ZlMEPXNSTU"
"gov2014","TX","Abbott",30.58,"41ofGTFIyio","TX_Abbott/41ofGTFIyio"
"gov2014","TX","Abbott",30.928333,"4kKt5vqkotE","TX_Abbott/4kKt5vqkotE"
"gov2014","TX","Abbott",58.235,"CYBH0C_PNSs","TX_Abbott/CYBH0C_PNSs"
"gov2014","TX","Abbott",30.046611,"DK4afZTfS-A","TX_Abbott/DK4afZTfS-A"
"gov2014","TX","Abbott",30.046611,"E4P4wmh9GNE","TX_Abbott/E4P4wmh9GNE"
"gov2014","TX","Abbott",60.023333,"E7JGQA1sr9k","TX_Abbott/E7JGQA1sr9k"
"gov2014","TX","Abbott",30.416667,"epeGzWXUYgE","TX_Abbott/epeGzWXUYgE"
"gov2014","TX","Abbott",60.534411,"Eyyf7WJ-r18","TX_Abbott/Eyyf7WJ-r18"
"gov2014","TX","Abbott",26.818333,"H0UHmo69ef0","TX_Abbott/H0UHmo69ef0"
"gov2014","TX","Abbott",30.045,"HmJbjBztang","TX_Abbott/HmJbjBztang"
"gov2014","TX","Abbott",60.07,"hyvY1DkAi3U","TX_Abbott/hyvY1DkAi3U"
"gov2014","TX","Abbott",30,"Ij46vnPNeL4","TX_Abbott/Ij46vnPNeL4"
"gov2014","TX","Abbott",14.605,"iUhPpJi3hi4","TX_Abbott/iUhPpJi3hi4"
"gov2014","TX","Abbott",30.046611,"J_qWiwoAgJs","TX_Abbott/J_qWiwoAgJs"
"gov2014","TX","Abbott",30.000178,"J9Y03ydido0","TX_Abbott/J9Y03ydido0"
"gov2014","TX","Abbott",60.58,"JAptz4wbIfw","TX_Abbott/JAptz4wbIfw"
"gov2014","TX","Abbott",31.136667,"JK9HJUbzAMs","TX_Abbott/JK9HJUbzAMs"
"gov2014","TX","Abbott",31.09,"JP22f4DLLQA","TX_Abbott/JP22f4DLLQA"
"gov2014","TX","Abbott",29.884078,"KjxVylvAvy8","TX_Abbott/KjxVylvAvy8"
"gov2014","TX","Abbott",30.788333,"kUF9bGLdnEc","TX_Abbott/kUF9bGLdnEc"
